1	1	1	PUNCT	u--------	_	0	AuxG	_	t_1
2	.	.	PUNCT	u--------	_	1	AuxK	_	t_2

1	Χρὴ	χρή	NOUN	n-s---fn-	Case=Nom|Gender=Fem|Number=Sing	9	PNOM	_	t_3
2	γινώσκειν	γιγνώσκω	VERB	v--pna---	Mood=Inf|Tense=Pres|Voice=Act	9	SBJ	_	t_4
3	ὅτι	ὅτι	SCONJ	c--------	_	2	AuxC	_	t_5
4	πάσης	πᾶς	ADJ	a-s---fg-	Case=Gen|Gender=Fem|Number=Sing	6	ATR	_	t_6
5	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	6	ATR	_	t_7
6	γῆς	γῆ	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	8	ATR	_	t_8
7	ὁ	ὁ	DET	l-s---mn-	Case=Nom|Gender=Masc|Number=Sing	8	ATR	_	t_9
8	περίμετρος	περίμετρος	NOUN	n-s---mn-	Case=Nom|Gender=Masc|Number=Sing	9	SBJ	_	t_10
9	[0]	[0]	X	---------	_	0	PRED	_	e_1
10	.	.	PUNCT	u--------	_	9	AuxK	_	t_11

1	στάδιά	στάδιον	NOUN	n-p---na-	Case=Nom|Gender=Neut|Number=Plur	4	SBJ	_	t_12
2	ἐστι	εἰμί	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	0	PRED	_	t_13
3	δισχίλια	δισχίλιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	4	ATR	_	t_14
4	καὶ	καί	SCONJ	c--------	_	2	COORD	_	t_15
5	μυριάδες	μυριάς	NOUN	n-p---fn-	Case=Nom|Gender=Fem|Number=Plur	4	SBJ	_	t_16
6	εἴκοσι	εἴκοσι	NUM	m--------	_	5	ATR	_	t_17
7	πέντε	πέντε	NUM	m--------	_	5	ATR	_	t_18
8	·	·	PUNCT	u--------	_	2	AuxK	_	t_19

1	μῆκος	μῆκος	NOUN	n-s---nn-	Case=Nom|Gender=Neut|Number=Sing	16	SBJ	_	t_20
2	δὲ	δέ	ADV	d--------	_	16	AuxY	_	t_21
3	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	1	ATR	_	t_22
4	ἡμετέρας	ἡμέτερος	ADJ	a-s---fg-	Case=Gen|Gender=Fem|Number=Sing	1	ATR	_	t_23
5	οἰκουμένης	οἰκουμένη	VERB	v-sppefg-	Case=Gen|Gender=Fem|Mood=Part|Number=Sing|Tense=Pres|Voice=MedPass	1	ATR	_	t_24
6	ἀπὸ	ἀπό	ADP	r--------	_	5	AuxP	_	t_25
7	στόματος	στόμα	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	6	ADV	_	t_26
8	Γάγγου	γάγγης	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	7	ATR	_	t_27
9	ἕως	ἕως	ADP	r--------	_	5	AuxP	_	t_28
10	Γαδείρων	γαδείρων	NOUN	n-p---mg-	Case=Gen|Gender=Masc|Number=Plur	9	ADV	_	t_29
11	στάδια	στάδιον	NOUN	n-p---nn-	Case=Acc|Gender=Neut|Number=Plur	16	ADV	_	t_30
12	ὀκτακισμύρια	ὀκτακισμύριοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	11	ATR	_	t_31
13	τρισχίλια	τρισχίλιοι	NUM	m-p---na-	Case=Acc|Gender=Neut|Number=Plur	11	ATR	_	t_32
14	ὀκ	ὀκ	NUM	m-p---na-	_	15	ATR	_	t_33
15	τακόσια	τακόσιος	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	11	ATR	_	t_34
16	[0]	[0]	X	---------	_	0	PRED	_	e_2
17	·	·	PUNCT	u--------	_	16	AuxK	_	t_35

1	τὸ	ὁ	DET	l-s---nn-	Case=Nom|Gender=Neut|Number=Sing	3	ATR	_	t_36
2	δὲ	δέ	ADV	d--------	_	31	AuxY	_	t_37
3	πλάτος	πλάτος	NOUN	n-s---nn-	Case=Nom|Gender=Neut|Number=Sing	16	SBJ	_	t_38
4	ἀπὸ	ἀπό	ADP	r--------	_	3	AuxP	_	t_39
5	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	7	ATR	_	t_40
6	Αἰθιοπικῆς	αἰθιοπικός	ADJ	a-s---fg-	Case=Gen|Gender=Fem|Number=Sing	7	ATR	_	t_41
7	θαλάσσης	θάλασσα	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	4	ATR	_	t_42
8	ἕως	ἕως	ADP	r--------	_	3	AuxP	_	t_43
9	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	11	ATR	_	t_44
10	Τανάϊδος	ἴστρος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	11	ATR	_	t_45
11	ποταμοῦ	ποταμός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	8	ATR	_	t_46
12	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	41	ADV	_	t_47
13	τρισμύρια	τρισμύριαι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	12	ATR	_	t_48
14	πεντακισχίλια	πεντακισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	12	ATR	_	t_49
15	τὸ	ὁ	DET	l-s---na-	Case=Acc|Gender=Neut|Number=Sing	28	SBJ	_	t_50
16	δὲ	δέ	SCONJ	c--------	_	31	COORD	_	t_51
17	μεταξὺ	μεταξύ	ADP	r--------	_	15	AuxP	_	t_52
18	Εὐφράτου	εὐφράτης	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	19	ATR	_	t_53
19	καὶ	καί	SCONJ	c--------	_	17	COORD	_	t_54
20	Τίγριδος	τίγρις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	19	ATR	_	t_55
21	ποταμοῦ	ποταμός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	19	ATR	_	t_56
22	,	,	PUNCT	u--------	_	0	AuxX	_	t_57
23	ὃ	ὅς	PRON	p-s---nn-	Case=Nom|Gender=Neut|Number=Sing	24	SBJ	_	t_58
24	καλεῖται	καλέω	VERB	v3spie---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=MedPass	15	ATR	_	t_59
25	Μεσοποτάμιον	μεσοποτάμιον	NOUN	n-s---nn-	Case=Nom|Gender=Neut|Number=Sing	24	PNOM	_	t_60
26	,	,	PUNCT	u--------	_	22	AuxX	_	t_61
27	διάστημα	διάστημα	NOUN	n-s---na-	Case=Acc|Gender=Neut|Number=Sing	28	OBJ	_	t_62
28	ἔχει	ἔχω	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	16	PRED	_	t_63
29	σταδίων	στάδιον	NOUN	n-p---ng-	Case=Gen|Gender=Neut|Number=Plur	27	ATR	_	t_64
30	τρισχιλίων	τρισχίλιοι	ADJ	a-p---ng-	Case=Gen|Gender=Neut|Number=Plur	29	ATR	_	t_65
31	,	,	PUNCT	u--------	_	22	COORD	_	t_66
32	Ταύτην	οὗτος	ADJ	a-s---fa-	Case=Acc|Gender=Fem|Number=Sing	34	ATR	_	t_67
33	τὴν	ὁ	DET	l-s---fa-	Case=Acc|Gender=Fem|Number=Sing	34	ATR	_	t_68
34	ἀναμέτρησιν	ἀναμέτρησις	NOUN	n-s---fa-	Case=Acc|Gender=Fem|Number=Sing	35	OBJ	_	t_69
35	πεποίηκεν	ποιέω	VERB	v3sria---	Mood=Ind|Number=Sing|Person=3|Tense=Perf|Voice=Act	31	PRED	_	t_70
36	Ἐρατοσθένης	ἐρατοσθένης	NOUN	n-p---ma-	Case=Acc|Gender=Masc|Number=Plur	35	SBJ	_	t_71
37	ὁ	ὁ	DET	l-s---mn-	Case=Nom|Gender=Masc|Number=Sing	36	ATR	_	t_72
38	τῶν	ὁ	DET	l-p---mg-	Case=Gen|Gender=Masc|Number=Plur	39	ATR	_	t_73
39	ἀρχαίων	ἀρχαῖος	ADJ	a-p---mg-	Case=Gen|Gender=Masc|Number=Plur	40	ATR	_	t_74
40	μαθητικώτατος	μαθητικός	ADJ	a-s---mns	Case=Nom|Degree=Sup|Gender=Masc|Number=Sing	36	ATR	_	t_75
41	[0]	[0]	X	---------	_	16	PRED	_	e_3
42	.	.	PUNCT	u--------	_	31	AuxK	_	t_76

1	2	2	PUNCT	u--------	_	0	AuxG	_	t_77
2	.	.	PUNCT	u--------	_	1	AuxK	_	t_78

1	Ἀπὸ	ἀπό	ADP	r--------	_	14	AuxP	_	t_79
2	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	3	ATR	_	t_80
3	Βυζαντίου	βυζάντιος	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	1	ADV	_	t_81
4	εἰς	εἰς	ADP	r--------	_	14	AuxP	_	t_82
5	τὸ	ὁ	DET	l-s---na-	Case=Acc|Gender=Neut|Number=Sing	6	ATR	_	t_83
6	Σωσθένιον	σωσθένης	NOUN	n-s---na-	Case=Acc|Gender=Neut|Number=Sing	4	PNOM	_	t_84
7	στάδια	στάδιον	NOUN	n-p---nn-	Case=Nom|Gender=Neut|Number=Plur	14	SBJ	_	t_85
8	ὀγδοήκοντα	ὀγδοήκοντα	ADJ	a--------	_	7	ATR	_	t_86
9	,	,	PUNCT	u--------	_	14	AuxX	_	t_87
10	μίλια	μίλιον	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	9	SBJ	_	t_88
11	δέκα	δέκα	ADJ	a--------	_	12	ATR	_	t_89
12	καὶ	καί	SCONJ	c--------	_	10	COORD	_	t_90
13	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	12	ATR	_	t_91
14	[0]	[0]	X	---------	_	0	PRED	_	e_4
15	·	·	PUNCT	u--------	_	14	AuxK	_	t_92

1	ἀπὸ	ἀπό	ADP	r--------	_	14	AuxP	_	t_93
2	δὲ	δέ	ADV	d--------	_	14	AuxY	_	t_94
3	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	4	ATR	_	t_95
4	Σωσθενίου	σωσθένης	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_96
5	εἰς	εἰς	ADP	r--------	_	14	AuxP	_	t_97
6	τὸ	ὁ	DET	l-s---na-	Case=Acc|Gender=Neut|Number=Sing	7	ATR	_	t_98
7	Ἱερὸν	ἱερόν	NOUN	n-s---na-	Case=Acc|Gender=Neut|Number=Sing	5	PNOM	_	t_99
8	στάδια	στάδιον	NOUN	n-p---nn-	Case=Nom|Gender=Neut|Number=Plur	14	SBJ	_	t_100
9	τεσσαράκοντα	τεσσαράκοντα	ADJ	a--------	_	8	ATR	_	t_101
10	,	,	PUNCT	u--------	_	14	COORD	_	t_102
11	μίλια	μίλιον	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	10	PNOM	_	t_103
12	πέντε	πέντε	ADJ	a--------	_	11	ATR	_	t_104
13	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	10	PNOM	_	t_105
14	[0]	[0]	X	---------	_	0	PRED	_	e_5
15	·	·	PUNCT	u--------	_	14	AuxK	_	t_106

1	τὸ	ὁ	DET	l-s---na-	Case=Acc|Gender=Neut|Number=Sing	2	ATR	_	t_107
2	πᾶν	πᾶς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	3	ATR	_	t_108
3	μίλια	μίλιον	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	5	ADV	_	t_109
4	δεκαέξ	δεκαέξ	ADJ	a--------	_	5	PNOM	_	t_110
5	[0]	[0]	X	---------	_	0	PRED	_	e_6
6	.	.	PUNCT	u--------	_	5	AuxK	_	t_111

1	Ἀπὸ	ἀπό	ADP	r--------	_	28	AuxP	_	t_112
2	δὲ	δέ	ADV	d--------	_	28	AuxY	_	t_113
3	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	8	ATR	_	t_114
4	Ἱεροῦ	ἱερόν	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_115
5	Διὸς	ζεύς	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	8	ATR	_	t_116
6	Οὐρίου	οὔριος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_117
7	ἤτοι	ἤτοι	ADV	d--------	_	28	AuxY	_	t_118
8	στόματος	στόμα	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	1	ADV	_	t_119
9	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	10	ATR	_	t_120
10	Πόντου	πόντος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	8	ATR	_	t_121
11	ἕως	ἕως	ADP	r--------	_	28	AuxP	_	t_122
12	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	14	ATR	_	t_123
13	ἱεροῦ	ἱερόν	ADJ	a-s---ng-	Case=Gen|Gender=Neut|Number=Sing	14	ATR	_	t_124
14	στόματος	στόμα	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	11	ADV	_	t_125
15	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	17	ATR	_	t_126
16	Ἴστρου	ἴστρος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	17	ATR	_	t_127
17	ποταμοῦ	ποταμός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	22	ATR	_	t_128
18	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	28	ADV	_	t_129
19	τρισχίλια	τρισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	18	ATR	_	t_130
20	ἑξακόσια	ἑξακόσιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	22	ATR	_	t_131
21	τεσσαράκοντα	τεσσαράκοντα	ADJ	a--------	_	22	ATR	_	t_132
22	,	,	PUNCT	u--------	_	28	COORD	_	t_133
23	μίλια	μίλιον	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	25	ATR	_	t_134
24	τετρακόσια	τετρακόσιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	25	ATR	_	t_135
25	ὀγδοήκοντα	ὀγδοήκοντα	ADJ	a--------	_	27	ATR	_	t_136
26	πέντε	πέντε	NUM	m--------	_	27	ATR	_	t_137
27	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	22	PNOM	_	t_138
28	[0]	[0]	X	---------	_	0	PRED	_	e_7
29	.	.	PUNCT	u--------	_	28	AuxK	_	t_139

1	3	3	X	x--------	_	0	AuxG	_	t_140
2	.	.	PUNCT	u--------	_	1	AuxK	_	t_141

1	Ἀπὸ	ἀπό	ADP	r--------	_	22	AuxP	_	t_142
2	δὲ	δέ	ADV	d--------	_	22	AuxY	_	t_143
3	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_144
4	Ἱεροῦ	ἱερόν	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_145
5	Διὸς	ζεύς	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_146
6	Οὐρίου	οὔριος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_147
7	ἕως	ἕως	ADP	r--------	_	22	AuxP	_	t_148
8	Βορυσθένους	τάρας	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	9	ATR	_	t_149
9	ποταμοῦ	ποταμός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	7	ADV	_	t_150
10	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	9	ATR	_	t_151
11	καὶ	καί	ADV	d--------	_	13	AuxZ	_	t_152
12	Δανάπρεως	δανάπρις	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	13	PNOM	_	t_153
13	καλουμένου	καλέω	VERB	v-sppeng-	Case=Gen|Gender=Neut|Mood=Part|Number=Sing|Tense=Pres|Voice=MedPass	9	ATR	_	t_154
14	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	22	ADV	_	t_155
15	πεντακισχίλια	πεντακισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	14	ATR	_	t_156
16	ἑξακόσια	ἑξακόσιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	14	ATR	_	t_157
17	,	,	PUNCT	u--------	_	22	AuxX	_	t_158
18	μίλια	μίλιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	21	ATR	_	t_159
19	ἑπτακόσια	ἑπτακόσιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	20	ATR	_	t_160
20	τεσσαρακονταὲξ	τεσσαρακονταέξ	ADJ	a--------	_	21	ATR	_	t_161
21	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	17	PNOM	_	t_162
22	[0]	[0]	X	---------	_	0	PRED	_	e_8
23	.	.	PUNCT	u--------	_	22	AuxK	_	t_163

1	Ἀπὸ	ἀπό	ADP	r--------	_	42	AuxP	_	t_164
2	δὲ	δέ	ADV	d--------	_	42	AuxY	_	t_165
3	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	5	ATR	_	t_166
4	Ἱεροῦ	ἱερόν	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_167
5	Διὸς	ζεύς	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	9	ATR	_	t_168
6	Οὐρίου	οὔριος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_169
7	ἕως	ἕως	ADP	r--------	_	42	AuxP	_	t_170
8	Πορθμίας	πορθμία	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	9	ATR	_	t_171
9	πόλεως	πόλις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	7	ADV	_	t_172
10	,	,	PUNCT	u--------	_	42	AuxX	_	t_173
11	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	9	ATR	_	t_174
12	ἐν	ἐν	ADP	r--------	_	9	AuxP	_	t_175
13	τέλει	τέλος	NOUN	n-s---nd-	Case=Dat|Gender=Neut|Number=Sing	12	ATR	_	t_176
14	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	15	ATR	_	t_177
15	Εὐρώπης	εὐρώπη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	19	ATR	_	t_178
16	τῶν	ὁ	DET	l-p---ng-	Case=Gen|Gender=Neut|Number=Plur	19	ATR	_	t_179
17	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	18	ATR	_	t_180
18	Πόντου	πόντος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	19	ATR	_	t_181
19	μερῶν	μέρος	NOUN	n-p---ng-	Case=Gen|Gender=Neut|Number=Plur	13	ATR	_	t_182
20	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	26	ATR	_	t_183
21	ἐν	ἐν	ADP	r--------	_	26	AuxP	_	t_184
22	τῷ	ὁ	DET	l-s---nd-	Case=Dat|Gender=Neut|Number=Sing	23	ATR	_	t_185
23	στομίῳ	στόμιον	NOUN	n-s---nd-	Case=Dat|Gender=Neut|Number=Sing	21	ATR	_	t_186
24	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	25	ATR	_	t_187
25	Μαιώτιδος	μαιῶτις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	26	ATR	_	t_188
26	λίμνης	λίμνη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	15	ATR	_	t_189
27	ἤτοι	ἤτοι	ADV	d--------	_	28	AuxZ	_	t_190
28	Βοσπόρου	βόσπορος	NOUN	n-s---ng-	Case=Gen|Gender=Masc|Number=Sing	37	PNOM	_	t_191
29	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	28	ATR	_	t_192
30	Κιμμερίου	κιμμέριοι	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	31	PNOM	_	t_193
31	καλουμένου	καλέω	VERB	v-sppeng-	Case=Gen|Gender=Neut|Mood=Part|Number=Sing|Tense=Pres|Voice=MedPass	28	ATR	_	t_194
32	,	,	PUNCT	u--------	_	42	AuxX	_	t_195
33	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	42	ADV	_	t_196
34	μύρια	μυρίος	NOUN	n-p---nn-	Case=Acc|Gender=Neut|Number=Plur	33	ATR	_	t_197
35	χίλια	χίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	33	ATR	_	t_198
36	ἑκατόν	ἑκατόν	ADJ	a--------	_	33	ATR	_	t_199
37	,	,	PUNCT	u--------	_	42	AuxX	_	t_200
38	μίλια	μίλιον	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	37	SBJ	_	t_201
39	χίλια	χίλιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	38	ATR	_	t_202
40	τετρακόσια	τετρακόσιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	38	ATR	_	t_203
41	ὀγδοήκοντα	ὀγδοήκοντα	ADJ	a--------	_	38	ATR	_	t_204
42	[0]	[0]	X	---------	_	0	PRED	_	e_9
43	.	.	PUNCT	u--------	_	42	AuxK	_	t_205

1	Λέγεται	λέγω3	VERB	v3spie---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=MedPass	0	PRED	_	t_206
2	δὲ	δέ	ADV	d--------	_	1	AuxY	_	t_207
3	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	4	ATR	_	t_208
4	Εὐρώπης	εὐρώπη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	8	ATR	_	t_209
5	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	4	ATR	_	t_210
6	Ποντικῆς	ποντικός	ADJ	a-s---fg-	Case=Gen|Gender=Fem|Number=Sing	4	ATR	_	t_211
7	ὁ	ὁ	DET	l-s---mn-	Case=Nom|Gender=Masc|Number=Sing	8	ATR	_	t_212
8	περίπλους	περίπλοος	NOUN	n-s---mn-	Case=Nom|Gender=Masc|Number=Sing	1	SBJ	_	t_213
9	ἴσος	ἴσος	ADJ	a-s---mn-	Case=Nom|Gender=Masc|Number=Sing	10	PNOM	_	t_214
